8.855228e+00	2.032569e+01
1.090842e+01	1.906042e+01
6.806715e+00	2.126207e+01
8.201216e+00	2.120726e+01
1.005389e+01	2.005535e+01
1.559166e+01	2.404029e+01
1.131446e+01	2.177508e+01
9.407329e+00	2.235565e+01
6.374011e+00	2.213589e+01
8.161221e+00	2.081281e+01
1.148845e+01	2.112876e+01
1.042053e+01	1.619376e+01
9.838155e+00	1.940751e+01
6.496774e+00	2.018175e+01
5.890088e+00	1.674495e+01
9.612853e+00	2.083914e+01
9.504613e+00	1.840395e+01
1.447291e+01	2.359391e+01
9.082221e+00	1.973508e+01
1.598080e+01	2.129059e+01
1.078272e+01	2.825593e+01
9.370404e+00	1.823156e+01
1.298731e+01	1.978912e+01
9.050927e+00	2.216445e+01
1.090050e+01	2.088715e+01
1.437885e+01	1.835564e+01
8.259892e+00	2.479527e+01
9.232244e+00	1.738158e+01
1.510244e+01	1.535577e+01
1.246614e+01	1.777034e+01
1.033624e+01	1.854431e+01
1.030288e+01	1.705856e+01
1.997086e+01	1.106267e+01
9.119407e+00	1.638842e+01
6.923401e+00	2.064258e+01
5.384971e+00	1.628325e+01
1.157258e+01	2.317337e+01
1.480063e+01	1.509005e+01
1.357455e+01	1.796417e+01
5.315782e+00	2.201904e+01
8.544900e+00	2.033522e+01
8.752350e+00	1.868934e+01
9.677127e+00	1.805782e+01
1.030658e+01	1.631391e+01
2.329610e+00	2.174633e+01
7.036205e+00	2.236696e+01
1.090340e+01	2.715164e+01
1.046082e+01	2.037973e+01
1.902402e+01	2.263552e+01
6.871497e+00	1.919940e+01
1.026958e+00	1.555167e+01
9.763763e+00	1.347892e+01
7.696675e+00	1.527256e+01
1.005376e+01	1.572328e+01
1.023405e+01	2.048282e+01
6.177326e+00	2.036565e+01
1.089663e+01	2.247844e+01
4.604965e+00	1.334161e+01
1.205837e+01	2.604811e+01
9.986990e+00	2.159707e+01
6.704455e+00	1.805904e+01
1.976257e+01	2.192597e+01
9.553558e+00	2.096427e+01
1.359579e+01	1.895170e+01
9.339659e+00	2.318219e+01
1.037313e+01	2.023707e+01
1.607410e+01	1.773995e+01
1.830418e+01	1.982799e+01
5.379528e+00	1.346716e+01
1.165016e+01	2.131074e+01
1.058087e+01	1.987935e+01
2.755045e+00	1.090612e+01
7.755591e+00	2.526815e+01
2.024873e+01	2.682953e+01
7.712960e+00	2.063977e+01
9.138375e+00	1.963419e+01
1.766694e+01	2.156954e+01
9.828873e+00	2.002216e+01
1.143562e+01	1.710101e+01
1.007078e+01	2.076450e+01
8.741000e+00	1.717792e+01
1.001896e+01	2.161251e+01
1.737009e+01	1.611183e+01
7.223461e+00	1.636923e+01
8.228008e+00	1.864013e+01
1.106089e+01	2.142479e+01
1.278222e+01	2.027391e+01
1.066322e+01	1.483254e+01
1.392654e+01	1.183125e+01
9.543299e+00	1.984723e+01
1.657619e+01	1.408646e+01
1.115471e+01	1.878258e+01
8.622097e+00	1.802199e+01
1.463556e+01	2.692109e+01
1.276429e+01	1.753739e+01
9.455696e+00	2.217890e+01
